"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",328
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",328
-0.558116771560553,-0.728120441390394,-0.388113101730711,1,"Conventional",328
-0.291547412535469,-0.566980398887066,-0.0161144261838715,1,"RIL",328
-0.558171566734035,-0.728362112583846,-0.387981020884225,2,"Conventional",328
-0.345642643476979,-0.601341336532605,-0.0899439504213535,2,"RIL",328
-0.557326754010108,-0.724659303287305,-0.389994204732911,3,"Conventional",328
-0.365960211015196,-0.600645170703774,-0.131275251326618,3,"RIL",328
-0.556442201447927,-0.720834384988358,-0.392050017907496,4,"Conventional",328
-0.353204208349022,-0.570256613550807,-0.136151803147236,4,"RIL",328
-0.555459204164783,-0.716644258854014,-0.394274149475552,5,"Conventional",328
-0.355502118712234,-0.556732491783766,-0.154271745640701,5,"RIL",328
-0.554676153866559,-0.713350620276436,-0.396001687456682,6,"Conventional",328
-0.363748175046892,-0.552989217686221,-0.174507132407563,6,"RIL",328
-0.554528456249317,-0.712733677862932,-0.396323234635703,7,"Conventional",328
-0.338050787977002,-0.518487424428971,-0.157614151525033,7,"RIL",328
-0.553949259071465,-0.710327313435285,-0.397571204707646,8,"Conventional",328
-0.325818527344039,-0.497668493427489,-0.15396856126059,8,"RIL",328
-0.55364669547036,-0.709078392041497,-0.398214998899223,9,"Conventional",328
-0.306816789914159,-0.47104439755067,-0.142589182277648,9,"RIL",328
-0.552845019364142,-0.705795761044805,-0.399894277683479,10,"Conventional",328
-0.302150204935036,-0.457646333120031,-0.14665407675004,10,"RIL",328
-0.552259217708394,-0.703421034904374,-0.401097400512413,11,"Conventional",328
-0.294266152023667,-0.443238001610893,-0.145294302436441,11,"RIL",328
-0.551478222949643,-0.700285881984605,-0.402670563914681,12,"Conventional",328
-0.291383183116582,-0.433005775611004,-0.14976059062216,12,"RIL",328
-0.55076767165461,-0.697463594400621,-0.4040717489086,13,"Conventional",328
-0.29238272118306,-0.427807385253383,-0.156958057112736,13,"RIL",328
-0.550232887954191,-0.695358043140055,-0.405107732768326,14,"Conventional",328
-0.300354782796611,-0.430446595015354,-0.170262970577868,14,"RIL",328
-0.549663768126497,-0.693134595742892,-0.406192940510101,15,"Conventional",328
-0.293120903459961,-0.418011551154569,-0.168230255765353,15,"RIL",328
-0.54911004928195,-0.690988223282372,-0.407231875281528,16,"Conventional",328
-0.294527787195258,-0.415317004574467,-0.173738569816049,16,"RIL",328
-0.548452445913225,-0.688460556875012,-0.408444334951437,17,"Conventional",328
-0.297266243865173,-0.413252768355077,-0.181279719375268,17,"RIL",328
-0.547852866338483,-0.686175920766048,-0.409529811910918,18,"Conventional",328
-0.301566579916999,-0.413203954614525,-0.189929205219473,18,"RIL",328
-0.547358458984989,-0.684306232275466,-0.410410685694513,19,"Conventional",328
-0.305824911116815,-0.413964721560819,-0.197685100672812,19,"RIL",328
-0.547026569836069,-0.683058272571545,-0.410994867100593,20,"Conventional",328
-0.313483125576395,-0.41849675947095,-0.208469491681841,20,"RIL",328
-0.546406718914028,-0.680742756530573,-0.412070681297484,21,"Conventional",328
-0.312889511309088,-0.414197118165539,-0.211581904452637,21,"RIL",328
-0.546071910636436,-0.679500245132597,-0.412643576140276,22,"Conventional",328
-0.319738056271597,-0.418237789771064,-0.22123832277213,22,"RIL",328
-0.545775209362252,-0.678403924362281,-0.413146494362223,23,"Conventional",328
-0.326397750170939,-0.422382263717374,-0.230413236624503,23,"RIL",328
-0.545569153889011,-0.677645172141242,-0.41349313563678,24,"Conventional",328
-0.33380408628201,-0.427562207343087,-0.240045965220933,24,"RIL",328
-0.545108324846331,-0.675956038986826,-0.414260610705837,25,"Conventional",328
