"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",471
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",471
-0.557952514766172,-0.727397250279595,-0.388507779252749,1,"Conventional",471
-0.276740203231719,-0.548957165301471,-0.00452324116196645,1,"RIL",471
-0.557089813783069,-0.723629589909758,-0.390550037656379,2,"Conventional",471
-0.303270720437069,-0.549871096875738,-0.0566703439984007,2,"RIL",471
-0.555988023270072,-0.71889061531923,-0.393085431220915,3,"Conventional",471
-0.305820643571406,-0.530275614534592,-0.0813656726082195,3,"RIL",471
-0.555395601972352,-0.716375289352765,-0.394415914591938,4,"Conventional",471
-0.328625619029256,-0.53840654837556,-0.118844689682953,4,"RIL",471
-0.554449561110844,-0.712404685103192,-0.396494437118496,5,"Conventional",471
-0.319768185110532,-0.514139605250163,-0.1253967649709,5,"RIL",471
-0.553565250744558,-0.708743150140638,-0.398387351348477,6,"Conventional",471
-0.312582059924782,-0.494243392615122,-0.130920727234443,6,"RIL",471
-0.55338397281133,-0.707998401299545,-0.398769544323114,7,"Conventional",471
-0.335356049603412,-0.509063880825716,-0.161648218381108,7,"RIL",471
-0.553282171414623,-0.707581029554732,-0.398983313274513,8,"Conventional",471
-0.311384655627636,-0.477554489291686,-0.145214821963585,8,"RIL",471
-0.552522364676785,-0.704485304907709,-0.400559424445862,9,"Conventional",471
-0.319500762036813,-0.476555741060064,-0.162445783013563,9,"RIL",471
-0.55175547086726,-0.701394838837708,-0.402116102896812,10,"Conventional",471
-0.324057383844644,-0.473067380430484,-0.175047387258804,10,"RIL",471
-0.551316112484389,-0.699639478159043,-0.402992746809735,11,"Conventional",471
-0.335089447658813,-0.478347521098325,-0.1918313742193,11,"RIL",471
-0.551076036288109,-0.698684922155222,-0.403467150420997,12,"Conventional",471
-0.349833729789258,-0.487891892603937,-0.21177556697458,12,"RIL",471
-0.550463738800957,-0.696265007119156,-0.404662470482759,13,"Conventional",471
-0.357264696124895,-0.489303794969902,-0.225225597279887,13,"RIL",471
-0.549724699779748,-0.693371798948397,-0.4060776006111,14,"Conventional",471
-0.35661327635555,-0.482756781787305,-0.230469770923796,14,"RIL",471
-0.550309279839345,-0.695657842460598,-0.404960717218091,15,"Conventional",471
-0.375093070037327,-0.500421208620994,-0.24976493145366,15,"RIL",471
-0.549677283163911,-0.693187192058815,-0.406167374269008,16,"Conventional",471
-0.370412095706999,-0.49084274376002,-0.249981447653979,16,"RIL",471
-0.549075991303449,-0.690856744550132,-0.407295238056765,17,"Conventional",471
-0.365472706536403,-0.481379800272857,-0.249565612799948,17,"RIL",471
-0.548401348254069,-0.688265113605138,-0.408537582903,18,"Conventional",471
-0.364877665223492,-0.476305875728892,-0.253449454718092,18,"RIL",471
-0.547869794514605,-0.686240165782284,-0.409499423246926,19,"Conventional",471
-0.359856594656424,-0.467549157443834,-0.252164031869013,19,"RIL",471
-0.548213012982021,-0.687545946687644,-0.408880079276397,20,"Conventional",471
-0.373316747682732,-0.479795357175062,-0.266838138190402,20,"RIL",471
-0.547746328898627,-0.685771951105776,-0.409720706691479,21,"Conventional",471
-0.378058886064234,-0.481266058794169,-0.274851713334299,21,"RIL",471
-0.547161037312483,-0.68356320384735,-0.410758870777616,22,"Conventional",471
-0.376535518310014,-0.476363795611568,-0.276707241008461,22,"RIL",471
-0.546585015976993,-0.68140678043521,-0.411763251518776,23,"Conventional",471
-0.377401059326432,-0.474016073159437,-0.280786045493426,23,"RIL",471
-0.546165930084425,-0.67984858425583,-0.412483275913021,24,"Conventional",471
-0.37237447610009,-0.466295154186828,-0.278453798013352,24,"RIL",471
-0.545729942921194,-0.678237057403757,-0.41322282843863,25,"Conventional",471
-0.375851725385145,-0.467230153733682,-0.284473297036607,25,"RIL",471
-0.545584457572642,-0.677701452228036,-0.413467462917247,26,"Conventional",471
-0.368479051360122,-0.45804711864256,-0.278910984077684,26,"RIL",471
-0.545294794351655,-0.676638239015436,-0.413951349687874,27,"Conventional",471
-0.37310295568959,-0.460743179382612,-0.285462731996568,27,"RIL",471
-0.545029133549235,-0.675666846646982,-0.414391420451488,28,"Conventional",471
-0.378132170705234,-0.46388837740723,-0.292375964003238,28,"RIL",471
-0.544583001786417,-0.674043506656976,-0.415122496915858,29,"Conventional",471
-0.378870823262544,-0.462533234899866,-0.295208411625222,29,"RIL",471
-0.544571718906245,-0.674002597562155,-0.415140840250335,30,"Conventional",471
-0.386058003884839,-0.468431987659985,-0.303684020109693,30,"RIL",471
-0.54412651211299,-0.672392793467579,-0.415860230758402,31,"Conventional",471
-0.387950255468252,-0.468233794353827,-0.307666716582676,31,"RIL",471
-0.544160975753093,-0.672517059994302,-0.415804891511884,32,"Conventional",471
-0.380855582541161,-0.460127989452234,-0.301583175630088,32,"RIL",471
-0.54369721313223,-0.67084983376151,-0.41654459250295,33,"Conventional",471
-0.381600802185538,-0.458875212036616,-0.30432639233446,33,"RIL",471
-0.543291875903235,-0.669401352473413,-0.417182399333057,34,"Conventional",471
-0.383899369573162,-0.45935385029208,-0.308444888854243,34,"RIL",471
-0.543230875880242,-0.669184068096883,-0.4172776836636,35,"Conventional",471
-0.378009117611998,-0.452361322517993,-0.303656912706004,35,"RIL",471
-0.54314944281746,-0.668894286170991,-0.417404599463929,36,"Conventional",471
-0.372316989988751,-0.445545739158915,-0.299088240818586,36,"RIL",471
-0.543412109722498,-0.669830166373978,-0.416994053071017,37,"Conventional",471
-0.364792294611332,-0.437575684325149,-0.292008904897515,37,"RIL",471
-0.543416780037595,-0.669846838725272,-0.416986721349918,38,"Conventional",471
-0.359243388461548,-0.431258466506127,-0.287228310416968,38,"RIL",471
-0.54302373984307,-0.66844760615373,-0.41759987353241,39,"Conventional",471
