"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",131
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",131
-0.558030459296817,-0.727740191945748,-0.388320726647886,1,"Conventional",131
-0.290601862269798,-0.563594668729218,-0.0176090558103787,1,"RIL",131
-0.556918567926958,-0.722887737582774,-0.390949398271143,2,"Conventional",131
-0.282047564989554,-0.528100258193738,-0.0359948717853697,2,"RIL",131
-0.556260470737995,-0.720055001912659,-0.392465939563332,3,"Conventional",131
-0.309151174207262,-0.536085535216266,-0.0822168131982592,3,"RIL",131
-0.555229588877277,-0.715674452516878,-0.394784725237675,4,"Conventional",131
-0.304555256985615,-0.51324089498645,-0.0958696189847803,4,"RIL",131
-0.554932603706931,-0.714425046823175,-0.395440160590687,5,"Conventional",131
-0.323882704233042,-0.524550341830681,-0.123215066635404,5,"RIL",131
-0.554165855281329,-0.711224790397685,-0.397106920164974,6,"Conventional",131
-0.338256554576364,-0.525516324331853,-0.150996784820875,6,"RIL",131
-0.553464038140811,-0.708327093046818,-0.398600983234805,7,"Conventional",131
-0.322790348224733,-0.498635316782193,-0.146945379667273,7,"RIL",131
-0.552726683177778,-0.705314433034213,-0.400138933321342,8,"Conventional",131
-0.333548886574675,-0.499191213981231,-0.167906559168119,8,"RIL",131
-0.551866011351112,-0.701838212506005,-0.40189381019622,9,"Conventional",131
-0.336441825158016,-0.492568816517644,-0.180314833798387,9,"RIL",131
-0.551074236412703,-0.698677771200336,-0.403470701625071,10,"Conventional",131
-0.334251987775444,-0.482438242103903,-0.186065733446986,10,"RIL",131
-0.550334468238243,-0.695756768372904,-0.404912168103582,11,"Conventional",131
-0.328244591722566,-0.469109859085276,-0.187379324359856,11,"RIL",131
-0.549695690886319,-0.693258839197551,-0.406132542575087,12,"Conventional",131
-0.320450416899867,-0.454948671979933,-0.185952161819801,12,"RIL",131
-0.549191831611283,-0.691304193226904,-0.407079469995661,13,"Conventional",131
-0.32949120227972,-0.458607979429964,-0.200374425129476,13,"RIL",131
-0.548573410680644,-0.688923785118078,-0.408223036243211,14,"Conventional",131
-0.323387511584458,-0.447151952798486,-0.199623070370431,14,"RIL",131
-0.547839477077702,-0.686125119406348,-0.409553834749056,15,"Conventional",131
-0.322958228783902,-0.441310049816849,-0.204606407750954,15,"RIL",131
-0.548000224272247,-0.686735658137966,-0.409264790406528,16,"Conventional",131
-0.307684104862437,-0.423420999961398,-0.191947209763477,16,"RIL",131
-0.54790779745375,-0.686384443623182,-0.409431151284319,17,"Conventional",131
-0.319263199671752,-0.432035199082135,-0.206491200261369,17,"RIL",131
-0.547383422513834,-0.684400330487013,-0.410366514540656,18,"Conventional",131
-0.324686011999683,-0.43345300093888,-0.215919023060486,18,"RIL",131
-0.546833188946608,-0.682333755872203,-0.411332622021014,19,"Conventional",131
-0.326191086494266,-0.431472719200488,-0.220909453788044,19,"RIL",131
-0.546540834535801,-0.681242085637538,-0.411839583434064,20,"Conventional",131
-0.332977603690736,-0.435596964463211,-0.230358242918261,20,"RIL",131
-0.546035006677247,-0.679363640137081,-0.412706373217413,21,"Conventional",131
-0.336860622608134,-0.436204626998156,-0.237516618218112,21,"RIL",131
-0.546300010379183,-0.680346127390269,-0.412253893368097,22,"Conventional",131
-0.324826789904763,-0.422888509946838,-0.226765069862687,22,"RIL",131
-0.545763363716993,-0.67836024867519,-0.413166478758797,23,"Conventional",131
-0.321567229331209,-0.416491077086393,-0.226643381576026,23,"RIL",131
-0.545240325750745,-0.676438785465732,-0.414041866035759,24,"Conventional",131
-0.320013848136135,-0.412120476900749,-0.22790721937152,24,"RIL",131
-0.544708260925558,-0.67449829274739,-0.414918229103727,25,"Conventional",131
-0.321918706056777,-0.411201898569614,-0.232635513543939,25,"RIL",131
-0.544412793439758,-0.673426813181728,-0.415398773697787,26,"Conventional",131
-0.316920870788988,-0.404227765877694,-0.229613975700282,26,"RIL",131
-0.543944524690611,-0.67173759396432,-0.416151455416902,27,"Conventional",131
-0.31928103933639,-0.404201602868909,-0.234360475803871,27,"RIL",131
-0.543539362876044,-0.670284789385015,-0.416793936367072,28,"Conventional",131
-0.321420769133065,-0.4043350601056,-0.238506478160529,28,"RIL",131
-0.543031492837351,-0.668475130854294,-0.417587854820408,29,"Conventional",131
-0.322013796342442,-0.402610445170172,-0.241417147514713,29,"RIL",131
-0.543162501550806,-0.668940734254766,-0.417384268846845,30,"Conventional",131
-0.313848419823863,-0.393444182372064,-0.234252657275662,30,"RIL",131
-0.542953547380002,-0.668198512664614,-0.41770858209539,31,"Conventional",131
-0.319044374483201,-0.397043652565436,-0.241045096400965,31,"RIL",131
-0.542665917998071,-0.667180340107309,-0.418151495888834,32,"Conventional",131
-0.323081215050569,-0.39942422451185,-0.246738205589288,32,"RIL",131
-0.542263355432215,-0.665762094600162,-0.418764616264267,33,"Conventional",131
-0.322330775653815,-0.397003002649367,-0.247658548658264,33,"RIL",131
-0.541926805024813,-0.664582472075076,-0.419271137974549,34,"Conventional",131
-0.319186527033618,-0.392244216391496,-0.246128837675739,34,"RIL",131
-0.541485991677743,-0.663045711211679,-0.419926272143806,35,"Conventional",131
-0.318175040363828,-0.389471705413253,-0.246878375314403,35,"RIL",131
-0.541237412339091,-0.662183257357881,-0.420291567320301,36,"Conventional",131
-0.314195880402852,-0.384129455403273,-0.244262305402431,36,"RIL",131
