"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",361
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",361
-0.558084977440753,-0.727980311509214,-0.388189643372292,1,"Conventional",361
-0.261145811303868,-0.535605241115132,0.0133136185073967,1,"RIL",361
-0.557057943614462,-0.723491375950473,-0.390624511278451,2,"Conventional",361
-0.271055132899669,-0.520223002652549,-0.0218872631467881,2,"RIL",361
-0.556416388373202,-0.720723548558644,-0.39210922818776,3,"Conventional",361
-0.242925333831294,-0.472548213741747,-0.0133024539208405,3,"RIL",361
-0.555436470631121,-0.716548091837405,-0.394324849424838,4,"Conventional",361
-0.234745087430009,-0.446269545057927,-0.0232206298020913,4,"RIL",361
-0.554540315971646,-0.712783169258028,-0.396297462685264,5,"Conventional",361
-0.244849986909693,-0.441371554828892,-0.048328418990495,5,"RIL",361
-0.554089431065269,-0.710907797388211,-0.397271064742327,6,"Conventional",361
-0.267349979960967,-0.452400935691166,-0.0822990242307677,6,"RIL",361
-0.553178953995975,-0.707158481848972,-0.399199426142977,7,"Conventional",361
-0.265306944275887,-0.43858622933474,-0.0920276592170339,7,"RIL",361
-0.552412142155893,-0.704039032224282,-0.400785252087503,8,"Conventional",361
-0.275700401750885,-0.438877116104017,-0.112523687397753,8,"RIL",361
-0.551589580762939,-0.700730771864676,-0.402448389661202,9,"Conventional",361
-0.271468160862064,-0.42559597511063,-0.117340346613499,9,"RIL",361
-0.551504489794818,-0.700390759549362,-0.402618220040275,10,"Conventional",361
-0.290545413716199,-0.439244946549045,-0.141845880883353,10,"RIL",361
-0.550863549533284,-0.697842756144885,-0.403884342921683,11,"Conventional",361
-0.288617571734979,-0.43123071355811,-0.146004429911848,11,"RIL",361
-0.550076099956402,-0.694743728928455,-0.40540847098435,12,"Conventional",361
-0.290237959037867,-0.425857676095185,-0.154618241980549,12,"RIL",361
-0.549348896868432,-0.691912032787731,-0.406785760949134,13,"Conventional",361
-0.289281632187229,-0.418862740136975,-0.159700524237483,13,"RIL",361
-0.549132538679662,-0.691075070925897,-0.407190006433426,14,"Conventional",361
-0.30177911113047,-0.42731974612771,-0.17623847613323,14,"RIL",361
-0.548761018129766,-0.68964375838354,-0.407878277875991,15,"Conventional",361
