"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",616
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",616
-0.558092196961551,-0.728012124148829,-0.388172269774273,1,"Conventional",616
-0.288246545656174,-0.563719218171061,-0.012773873141287,1,"RIL",616
-0.557214814287725,-0.724172352258939,-0.390257276316511,2,"Conventional",616
-0.31208740184601,-0.562090778058374,-0.062084025633646,2,"RIL",616
-0.556383787447709,-0.720583627073603,-0.392183947821814,3,"Conventional",616
-0.327851283354634,-0.558908700686488,-0.0967938660227798,3,"RIL",616
-0.555316572865749,-0.716041443124079,-0.394591702607418,4,"Conventional",616
-0.327115000838455,-0.538873311364683,-0.115356690312227,4,"RIL",616
-0.554344487063541,-0.711967120083977,-0.396721854043105,5,"Conventional",616
-0.327881768317024,-0.524310180689556,-0.131453355944492,5,"RIL",616
-0.553547122833209,-0.708668585324363,-0.398425660342056,6,"Conventional",616
-0.340800249131055,-0.524265374638298,-0.157335123623811,6,"RIL",616
-0.552766816889434,-0.705477582565442,-0.400056051213425,7,"Conventional",616
-0.334679046278175,-0.507823057948244,-0.161535034608107,7,"RIL",616
-0.551967787906999,-0.702247054964299,-0.401688520849698,8,"Conventional",616
-0.343368872974638,-0.506329576107288,-0.180408169841988,8,"RIL",616
-0.551156215847673,-0.699003360390014,-0.403309071305331,9,"Conventional",616
-0.338308076556912,-0.492209034465499,-0.184407118648325,9,"RIL",616
-0.550800848083276,-0.697594740983081,-0.40400695518347,10,"Conventional",616
-0.323558195347291,-0.471144967404502,-0.175971423290079,10,"RIL",616
-0.550384169375221,-0.69595206237584,-0.404816276374602,11,"Conventional",616
-0.309858330807788,-0.451032121856524,-0.168684539759052,11,"RIL",616
-0.549638781065111,-0.693037379838425,-0.406240182291797,12,"Conventional",616
-0.313907994094418,-0.448292418168186,-0.179523570020649,12,"RIL",616
-0.549147932018544,-0.691134540152367,-0.407161323884721,13,"Conventional",616
-0.304409752558033,-0.433433130654263,-0.175386374461803,13,"RIL",616
-0.548801664127892,-0.689799991046013,-0.407803337209771,14,"Conventional",616
-0.293093307773575,-0.4174555570354,-0.168731058511751,14,"RIL",616
-0.548180650033652,-0.687422556451869,-0.408938743615434,15,"Conventional",616
-0.290050466572009,-0.409653155903986,-0.170447777240031,15,"RIL",616
-0.547509369117086,-0.684875571615303,-0.410143166618868,16,"Conventional",616
