"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",122
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",122
-0.558390225602133,-0.72932860103472,-0.387451850169546,1,"Conventional",122
-0.237830841861573,-0.512817535979866,0.0371558522567196,1,"RIL",122
-0.557242848207989,-0.724294223675149,-0.390191472740829,2,"Conventional",122
-0.24203699797893,-0.489410037820699,0.00533604186283937,2,"RIL",122
-0.556246717042768,-0.719996104585174,-0.392497329500361,3,"Conventional",122
-0.229801238306005,-0.455873917273079,-0.0037285593389304,3,"RIL",122
-0.555911366708827,-0.718563870366819,-0.393258863050834,4,"Conventional",122
-0.261091214903778,-0.472745730107985,-0.0494366996995711,4,"RIL",122
-0.555147367431148,-0.715327993937405,-0.394966740924892,5,"Conventional",122
-0.243969227930894,-0.440879586116282,-0.0470588697455065,5,"RIL",122
-0.554246113362944,-0.711558073166959,-0.396934153558929,6,"Conventional",122
-0.237998002496067,-0.421965757558702,-0.0540302474334317,6,"RIL",122
-0.55332686284447,-0.707764180695405,-0.398889544993535,7,"Conventional",122
-0.236219555779741,-0.40849250377858,-0.063946607780902,7,"RIL",122
-0.55283023477138,-0.70573558131245,-0.39992488823031,8,"Conventional",122
-0.220528366615403,-0.384266721314863,-0.0567900119159425,8,"RIL",122
-0.55212185447371,-0.702867077923568,-0.401376631023853,9,"Conventional",122
-0.210474262411293,-0.365401996416167,-0.0555465284064198,9,"RIL",122
-0.551675342386365,-0.701073888295576,-0.402276796477154,10,"Conventional",122
-0.224036644017303,-0.372187803705995,-0.0758854843286122,10,"RIL",122
-0.551384159408206,-0.699910631104126,-0.402857687712285,11,"Conventional",122
-0.239195612459299,-0.381547570787012,-0.0968436541315864,11,"RIL",122
-0.550686161089615,-0.697141646851474,-0.404230675327756,12,"Conventional",122
-0.241459241206086,-0.377586019873735,-0.105332462538437,12,"RIL",122
-0.549998605397292,-0.694440592821253,-0.405556617973331,13,"Conventional",122
-0.240612989157033,-0.371009835950507,-0.110216142363558,13,"RIL",122
-0.549540720777827,-0.69265619563426,-0.406425245921394,14,"Conventional",122
-0.248624625136801,-0.374416552309665,-0.122832697963936,14,"RIL",122
-0.548832735551027,-0.689919480428773,-0.407745990673281,15,"Conventional",122
-0.24985354531838,-0.370312428261056,-0.129394662375705,15,"RIL",122
-0.548581098295159,-0.688953250982665,-0.408208945607654,16,"Conventional",122
-0.260646379605577,-0.377389402416355,-0.143903356794799,16,"RIL",122
-0.548048394381717,-0.686918878819797,-0.409177909943638,17,"Conventional",122
-0.265982468411178,-0.378585531883159,-0.153379404939197,17,"RIL",122
-0.547593448152593,-0.685193294248085,-0.409993602057102,18,"Conventional",122
-0.271483428178671,-0.380567095780035,-0.162399760577308,18,"RIL",122
-0.547212659794489,-0.683757297190623,-0.410668022398356,19,"Conventional",122
-0.264308560440183,-0.370078497935667,-0.158538622944699,19,"RIL",122
-0.546870040422563,-0.682471673178216,-0.411268407666911,20,"Conventional",122
-0.257483606170073,-0.360325805991868,-0.154641406348279,20,"RIL",122
-0.546290639806869,-0.680311324536507,-0.412269955077232,21,"Conventional",122
-0.259099680457607,-0.358506343865984,-0.15969301704923,21,"RIL",122
-0.545714486428392,-0.678180101318653,-0.41324887153813,22,"Conventional",122
-0.261047128729451,-0.357134953198026,-0.164959304260877,22,"RIL",122
-0.545774068013743,-0.678399716536591,-0.413148419490894,23,"Conventional",122
-0.270817018776108,-0.365290858273588,-0.176343179278627,23,"RIL",122
-0.545237623216752,-0.676428891120381,-0.414046355313122,24,"Conventional",122
-0.269404555341655,-0.361011041403373,-0.177798069279937,24,"RIL",122
-0.544861139305464,-0.675054401722456,-0.414667876888471,25,"Conventional",122
-0.264386930134836,-0.353535051367665,-0.175238808902006,25,"RIL",122
-0.544734330538724,-0.674593042091434,-0.414875618986014,26,"Conventional",122
-0.270933009136031,-0.358504080012768,-0.183361938259293,26,"RIL",122
-0.544261267479071,-0.672879010149299,-0.415643524808844,27,"Conventional",122
-0.268915831192307,-0.354113900723751,-0.183717761660862,27,"RIL",122
-0.543943351691754,-0.671733368515878,-0.41615333486763,28,"Conventional",122
-0.273710392724645,-0.356871007765904,-0.190549777683385,28,"RIL",122
-0.54343156706909,-0.669899627851274,-0.416963506286906,29,"Conventional",122
-0.272995090009914,-0.353813021622376,-0.192177158397452,29,"RIL",122
-0.544995611054116,-0.675544523104164,-0.414446699004068,30,"Conventional",122
-0.287951435050271,-0.370645148267204,-0.205257721833339,30,"RIL",122
-0.544650401384391,-0.674288129960999,-0.415012672807784,31,"Conventional",122
-0.284136648942131,-0.364920387459992,-0.203352910424269,31,"RIL",122
-0.54435543007147,-0.673219297836827,-0.415491562306113,32,"Conventional",122
-0.288368189629745,-0.367417926346948,-0.209318452912541,32,"RIL",122
-0.543897228344504,-0.671567582874899,-0.41622687381411,33,"Conventional",122
-0.288898425234633,-0.3659622197676,-0.211834630701666,33,"RIL",122
-0.543676066332237,-0.670774067054847,-0.416578065609628,34,"Conventional",122
-0.290751660088029,-0.366795042080981,-0.214708278095077,34,"RIL",122
-0.543327241884873,-0.669527410586318,-0.417127073183429,35,"Conventional",122
-0.288566387856952,-0.363047002790325,-0.214085772923579,35,"RIL",122
-0.542916994997714,-0.668068901082781,-0.417765088912647,36,"Conventional",122
-0.287068465176123,-0.35983906537931,-0.214297864972936,36,"RIL",122
-0.542570123598287,-0.66684213650274,-0.418298110693834,37,"Conventional",122
-0.287549703495997,-0.358943293399971,-0.216156113592022,37,"RIL",122
-0.542213546722754,-0.665587168339884,-0.418839925105623,38,"Conventional",122
-0.285310151009243,-0.355189206286551,-0.215431095731934,38,"RIL",122
-0.541964214493633,-0.664713316590169,-0.419215112397096,39,"Conventional",122
-0.288346101127028,-0.357021702130175,-0.219670500123882,39,"RIL",122
-0.541816151178446,-0.66419582640117,-0.419436475955722,40,"Conventional",122
-0.292603244928957,-0.360218339836454,-0.224988150021459,40,"RIL",122
-0.541606193104487,-0.663463824122334,-0.41974856208664,41,"Conventional",122
-0.296143102988844,-0.362626629295375,-0.229659576682313,41,"RIL",122
-0.541279815610633,-0.662330166408427,-0.420229464812839,42,"Conventional",122
-0.296444524762831,-0.361753427924148,-0.231135621601514,42,"RIL",122
-0.54094944010982,-0.66118785438548,-0.42071102583416,43,"Conventional",122
-0.295497856367291,-0.359627502061559,-0.231368210673023,43,"RIL",122
-0.540598249721917,-0.659979330102682,-0.421217169341152,44,"Conventional",122
-0.294940949053722,-0.357855805735651,-0.232026092371792,44,"RIL",122
-0.540226739954125,-0.658707320953832,-0.421746158954417,45,"Conventional",122
-0.294600351382506,-0.356255472079431,-0.23294523068558,45,"RIL",122
-0.53990151053909,-0.65759918828209,-0.42220383279609,46,"Conventional",122
-0.293884665719561,-0.354448150933504,-0.233321180505617,46,"RIL",122
-0.539569397379101,-0.656472811771425,-0.422665982986777,47,"Conventional",122
-0.294974756000249,-0.354423668591245,-0.235525843409254,47,"RIL",122
-0.539228196925619,-0.655321079772717,-0.423135314078521,48,"Conventional",122
-0.295340975096709,-0.353706487555074,-0.236975462638343,48,"RIL",122
-0.539361793711506,-0.655771380659985,-0.422952206763027,49,"Conventional",122
-0.299943200965485,-0.358023377826053,-0.241863024104917,49,"RIL",122
-0.539131717046173,-0.654996412359103,-0.423267021733243,50,"Conventional",122
-0.298660316442295,-0.355975581351679,-0.241345051532911,50,"RIL",122
