"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",480
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",480
-0.558139065944489,-0.728218744054874,-0.388059387834104,1,"Conventional",480
-0.301640063198376,-0.575022783183769,-0.0282573432129826,1,"RIL",480
-0.556997176267059,-0.723228027928809,-0.39076632460531,2,"Conventional",480
-0.297415749147377,-0.543396520731519,-0.0514349775632351,2,"RIL",480
-0.555912136128863,-0.718567147542744,-0.393257124714982,3,"Conventional",480
-0.293364708657325,-0.517612065314422,-0.0691173520002276,3,"RIL",480
-0.554873933191063,-0.714178876451179,-0.395568989930946,4,"Conventional",480
-0.29672814680726,-0.503035789557983,-0.0904205040565376,4,"RIL",480
-0.554091358294354,-0.710915786900996,-0.397266929687713,5,"Conventional",480
-0.280700150274244,-0.472494293580232,-0.088906006968255,5,"RIL",480
-0.553356516499243,-0.707885772283671,-0.398827260714816,6,"Conventional",480
-0.266712176943718,-0.446448606279172,-0.0869757476082649,6,"RIL",480
-0.552481500015095,-0.704319768312582,-0.400643231717607,7,"Conventional",480
-0.261288883844429,-0.429940247724563,-0.0926375199642959,7,"RIL",480
-0.552018708000272,-0.702451824731248,-0.401585591269297,8,"Conventional",480
-0.275633790753294,-0.436654428449376,-0.114613153057211,8,"RIL",480
-0.551160916287267,-0.699022040147743,-0.403299792426791,9,"Conventional",480
-0.278785754440414,-0.43064663419186,-0.126924874688969,9,"RIL",480
-0.550482977550422,-0.69634072433116,-0.404625230769684,10,"Conventional",480
-0.285991298229236,-0.430618238784569,-0.141364357673904,10,"RIL",480
-0.549703727416359,-0.693290131750336,-0.406117323082382,11,"Conventional",480
-0.288354334449238,-0.425816723345239,-0.150891945553238,11,"RIL",480
-0.548955988169208,-0.690393975440528,-0.407518000897888,12,"Conventional",480
-0.290621048758366,-0.421638167939092,-0.159603929577639,12,"RIL",480
-0.548299941959478,-0.687877656093063,-0.408722227825894,13,"Conventional",480
-0.294312638981352,-0.419886389410358,-0.168738888552345,13,"RIL",480
-0.547581209789448,-0.68514702447226,-0.410015395106637,14,"Conventional",480
-0.296250565048556,-0.416311804421854,-0.176189325675258,14,"RIL",480
-0.547082383671078,-0.683267742519363,-0.410897024822793,15,"Conventional",480
-0.291172287357493,-0.4072786481318,-0.175065926583185,15,"RIL",480
-0.546740067151824,-0.681985555490819,-0.41149457881283,16,"Conventional",480
-0.300126805235489,-0.412514659784732,-0.187738950686246,16,"RIL",480
-0.546182434340048,-0.6799097788017,-0.412455089878396,17,"Conventional",480
-0.304596994019335,-0.412979050103315,-0.196214937935354,17,"RIL",480
-0.545578435491168,-0.677679302750147,-0.413477568232188,18,"Conventional",480
-0.300786011880375,-0.405118459681927,-0.196453564078822,18,"RIL",480
-0.545278042611012,-0.676576880906683,-0.413979204315341,19,"Conventional",480
-0.292889539081839,-0.394264230600121,-0.191514847563557,19,"RIL",480
-0.544953605916104,-0.67539132540282,-0.414515886429388,20,"Conventional",480
-0.286003787442938,-0.384585084456335,-0.187422490429541,20,"RIL",480
-0.544594178884314,-0.674084071937105,-0.415104285831523,21,"Conventional",480
-0.289085836107983,-0.385469374542466,-0.1927022976735,21,"RIL",480
-0.544008689303046,-0.671968415549423,-0.416048963056669,22,"Conventional",480
-0.28691678264586,-0.380031909038741,-0.193801656252978,22,"RIL",480
-0.543647575078791,-0.670672017822035,-0.416623132335547,23,"Conventional",480
-0.292526761581138,-0.383085053211015,-0.201968469951261,23,"RIL",480
