"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",303
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",303
-0.558017977469774,-0.727685244649839,-0.38835071028971,1,"Conventional",303
-0.264700808748063,-0.537935252777126,0.00853363528099998,1,"RIL",303
-0.556875710809812,-0.722702384331131,-0.391049037288494,2,"Conventional",303
-0.268014238659453,-0.513887658066837,-0.0221408192520691,2,"RIL",303
-0.556118331889967,-0.719446924723309,-0.392789739056624,3,"Conventional",303
-0.29334072121923,-0.518908701420103,-0.0677727410183582,3,"RIL",303
-0.555328590123721,-0.716092184749179,-0.394564995498264,4,"Conventional",303
-0.312277861485752,-0.521028516381264,-0.103527206590241,4,"RIL",303
-0.554625719823676,-0.713139800922863,-0.396111638724489,5,"Conventional",303
-0.331132603347754,-0.525668372507,-0.136596834188508,5,"RIL",303
-0.553666062296279,-0.709158170201621,-0.398173954390938,6,"Conventional",303
-0.327103442263795,-0.508264816708511,-0.145942067819078,6,"RIL",303
-0.552911586995335,-0.706066882703822,-0.399756291286849,7,"Conventional",303
-0.338194595732589,-0.508625111774198,-0.16776407969098,7,"RIL",303
-0.55241867234484,-0.704065452139173,-0.400771892550506,8,"Conventional",303
-0.351968405475683,-0.514668114061802,-0.189268696889563,8,"RIL",303
-0.551613725819623,-0.700827332385778,-0.402400119253468,9,"Conventional",303
-0.34530086598047,-0.498904215444795,-0.191697516516146,9,"RIL",303
-0.550955753706225,-0.698207892301203,-0.403703615111246,10,"Conventional",303
-0.336570442510605,-0.482718382695703,-0.190422502325507,10,"RIL",303
-0.550253960360439,-0.695440708302768,-0.40506721241811,11,"Conventional",303
-0.332422422723523,-0.471946034718689,-0.192898810728358,11,"RIL",303
-0.549494373627235,-0.692476213545373,-0.406512533709097,12,"Conventional",303
-0.329261885672063,-0.462058153231616,-0.19646561811251,12,"RIL",303
-0.548770217773225,-0.689679110734709,-0.40786132481174,13,"Conventional",303
-0.327273977602756,-0.454158308992694,-0.200389646212818,13,"RIL",303
-0.548058270499547,-0.686956456806237,-0.409160084192856,14,"Conventional",303
-0.323645931281077,-0.444887750296149,-0.202404112266006,14,"RIL",303
-0.547452280666168,-0.684660054980837,-0.4102445063515,15,"Conventional",303
