"estimate","ci.lb","ci.ub","add","Method","rep"
-0.559156587949669,-0.732742944921605,-0.385570230977733,0,"Conventional",582
-0.276048043514855,-0.583440192174777,0.0313441051450676,0,"RIL",582
-0.55794582939403,-0.727367861002548,-0.388523797785512,1,"Conventional",582
-0.276240185706199,-0.548166621532022,-0.00431374988037636,1,"RIL",582
-0.557509267838527,-0.725455091761406,-0.389563443915648,2,"Conventional",582
-0.318129239169434,-0.566892967023255,-0.069365511315614,2,"RIL",582
-0.556438438436924,-0.720818223910279,-0.392058652963568,3,"Conventional",582
-0.320335427718257,-0.547447344201713,-0.0932235112348012,3,"RIL",582
-0.555705558579305,-0.717688503290424,-0.393722613868185,4,"Conventional",582
-0.29912267128303,-0.50927758858188,-0.088967753984181,4,"RIL",582
-0.554828336552899,-0.713987712168139,-0.395668960937659,5,"Conventional",582
-0.30853358008239,-0.504282913308699,-0.11278424685608,5,"RIL",582
-0.553944934906462,-0.710309425573966,-0.397580444238957,6,"Conventional",582
-0.316408413241846,-0.499237042506347,-0.133579783977344,6,"RIL",582
-0.553060035988311,-0.706672445602272,-0.39944762637435,7,"Conventional",582
-0.323532664635432,-0.494694339790598,-0.152370989480265,7,"RIL",582
-0.552293617701429,-0.703559933133138,-0.401027302269719,8,"Conventional",582
-0.330967345145305,-0.492687900284964,-0.169246790005646,8,"RIL",582
-0.551452340055797,-0.700182576599518,-0.402722103512075,9,"Conventional",582
-0.333958862607049,-0.486718648048346,-0.181199077165753,9,"RIL",582
-0.550684127426752,-0.697133616250038,-0.404234638603465,10,"Conventional",582
-0.327974205617756,-0.472701669364721,-0.18324674187079,10,"RIL",582
-0.550072586109136,-0.694729979024062,-0.405415193194211,11,"Conventional",582
-0.337120136526694,-0.47515963872558,-0.199080634327808,11,"RIL",582
-0.549372641876959,-0.692004041483983,-0.406741242269934,12,"Conventional",582
-0.3330384179809,-0.464849181833089,-0.20122765412871,12,"RIL",582
-0.548728586792428,-0.689519162386125,-0.407938011198732,13,"Conventional",582
-0.338937180920174,-0.465054293274266,-0.212820068566083,13,"RIL",582
-0.548298300295531,-0.687871388226389,-0.408725212364672,14,"Conventional",582
-0.329161228390097,-0.450487578489131,-0.207834878291063,14,"RIL",582
-0.547624142438606,-0.685309374644658,-0.409938910232553,15,"Conventional",582
-0.326977846666838,-0.443354811048856,-0.210600882284819,15,"RIL",582
-0.546929013787257,-0.682692527401023,-0.411165500173491,16,"Conventional",582
-0.325879357749372,-0.437450791892177,-0.214307923606567,16,"RIL",582
-0.546459550365317,-0.680939345151948,-0.411979755578686,17,"Conventional",582
-0.318835281398118,-0.426466502511272,-0.211204060284963,17,"RIL",582
-0.54610777927285,-0.679633084353438,-0.412582474192262,18,"Conventional",582
-0.310923981193545,-0.415233281392923,-0.206614680994167,18,"RIL",582
-0.545534003963258,-0.677515954702031,-0.413552053224485,19,"Conventional",582
-0.31285624629456,-0.413652550217159,-0.21205994237196,19,"RIL",582
-0.545345537639909,-0.676824188152367,-0.41386688712745,20,"Conventional",582
-0.321595289216017,-0.419810279547107,-0.223380298884928,20,"RIL",582
-0.544733588295926,-0.674590343709888,-0.414876832881965,21,"Conventional",582
-0.322045621117389,-0.416825734098076,-0.227265508136703,21,"RIL",582
-0.54414705993745,-0.672466877868281,-0.415827242006619,22,"Conventional",582
-0.320506833344249,-0.412103530512448,-0.22891013617605,22,"RIL",582
-0.543567824907168,-0.670386584253795,-0.416749065560541,23,"Conventional",582
-0.320411852548421,-0.409027359777832,-0.231796345319009,23,"RIL",582
-0.543002592027179,-0.668372534533412,-0.417632649520945,24,"Conventional",582
-0.321088336629918,-0.406889983493383,-0.235286689766453,24,"RIL",582
-0.542614800474191,-0.666999812756786,-0.418229788191596,25,"Conventional",582
-0.317277582549382,-0.400900329790562,-0.233654835308201,25,"RIL",582
-0.542959163593762,-0.66821843848171,-0.417699888705814,26,"Conventional",582
-0.326960882540601,-0.410030565854075,-0.243891199227126,26,"RIL",582
-0.543250386874688,-0.669253547511558,-0.417247226237818,27,"Conventional",582
-0.336289630760951,-0.418681905064438,-0.253897356457465,27,"RIL",582
-0.54285874411007,-0.667862391976642,-0.417855096243499,28,"Conventional",582
-0.339137793558009,-0.419575975636057,-0.258699611479962,28,"RIL",582
-0.543721207057117,-0.670935832834643,-0.416506581279591,29,"Conventional",582
-0.351045456441389,-0.431965910020405,-0.270125002862374,29,"RIL",582
-0.543296838715508,-0.669419039406172,-0.417174638024844,30,"Conventional",582
-0.348439270306051,-0.427317213080194,-0.269561327531907,30,"RIL",582
-0.542887144480509,-0.667963097498754,-0.417811191462263,31,"Conventional",582
-0.345791289305659,-0.422734276055438,-0.26884830255588,31,"RIL",582
-0.542504603235893,-0.666611073128284,-0.418398133343502,32,"Conventional",582
-0.343411869934352,-0.418611077097959,-0.268212662770745,32,"RIL",582
-0.54251432640325,-0.666645349752165,-0.418383303054335,33,"Conventional",582
-0.337106144214219,-0.411328336458791,-0.262883951969646,33,"RIL",582
-0.542915456155654,-0.668063444649365,-0.417767467661944,34,"Conventional",582
-0.328666772759749,-0.40267665286326,-0.254656892656238,34,"RIL",582
-0.542595298961945,-0.666930975098157,-0.418259622825733,35,"Conventional",582
-0.32602150094742,-0.398570339443309,-0.253472662451531,35,"RIL",582
-0.542166892615601,-0.665423428249499,-0.418910356981704,36,"Conventional",582
-0.326998745933974,-0.397841151663175,-0.256156340204773,36,"RIL",582
-0.542182610007466,-0.665478579051751,-0.418886640963182,37,"Conventional",582
-0.321419791643539,-0.391477280647281,-0.251362302639796,37,"RIL",582
-0.541785568731443,-0.664089070782629,-0.419482066680258,38,"Conventional",582
-0.320407285933252,-0.388938117310846,-0.251876454555658,38,"RIL",582
-0.541585650557435,-0.663392318292011,-0.419778982822858,39,"Conventional",582
-0.323735446621438,-0.391219420212019,-0.256251473030858,39,"RIL",582
-0.541837902918498,-0.664271784284982,-0.419404021552013,40,"Conventional",582
-0.330356312970936,-0.39750744516304,-0.263205180778833,40,"RIL",582
-0.541518315234297,-0.663158076712636,-0.419878553755957,41,"Conventional",582
-0.329325836395763,-0.395297215792375,-0.26335445699915,41,"RIL",582
-0.541273386457732,-0.662307886001147,-0.420238886914317,42,"Conventional",582
-0.332170395594198,-0.397038892313855,-0.267301898874542,42,"RIL",582
-0.540948317314171,-0.661183978333859,-0.420712656294483,43,"Conventional",582
-0.332621543941334,-0.396355521621525,-0.268887566261143,43,"RIL",582
-0.54059248832502,-0.659959551995563,-0.421225424654478,44,"Conventional",582
-0.33359878833106,-0.396090641722884,-0.271106934939237,44,"RIL",582
-0.540419863540898,-0.659367728074326,-0.421471999007469,45,"Conventional",582
-0.330609808922103,-0.392249307872006,-0.2689703099722,45,"RIL",582
-0.540342229115129,-0.659102030201432,-0.421582428028826,46,"Conventional",582
-0.326741883440378,-0.387661485881599,-0.265822280999157,46,"RIL",582
-0.54039155483927,-0.659270813549049,-0.421512296129491,47,"Conventional",582
-0.322084646575187,-0.382480145764239,-0.261689147386134,47,"RIL",582
-0.540063867893183,-0.65815173184015,-0.421976003946216,48,"Conventional",582
-0.321350789746229,-0.380676587364407,-0.262024992128051,48,"RIL",582
-0.539772306267801,-0.657160362583128,-0.422384249952474,49,"Conventional",582
-0.323083948240647,-0.381398269558783,-0.264769626922511,49,"RIL",582
-0.539465541207833,-0.656121653079192,-0.422809429336473,50,"Conventional",582
-0.321767378720487,-0.379073621623694,-0.26446113581728,50,"RIL",582
