"AICc","Vars","delta","rel_lik","weight"
"1",7.75797360690036,"Null",0,1,0.537489359293604
"2",8.85101229350676,"Volume",1.0930386866064,0.578961473525166,0.311185631460723
"3",10.2929317274342,"Method",2.53495812053386,0.281540474484094,0.151325009245673
